timestamp,version,asset,total_count,hourly_delta,delta_24h
2026-02-27 01:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 01:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 01:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 01:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 01:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 01:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 02:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4202,2,59
2026-02-27 02:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1646,1,29
2026-02-27 02:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 02:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 02:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 02:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 02:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 02:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 02:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 02:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 02:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 02:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 02:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 03:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4203,1,60
2026-02-27 03:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1647,1,30
2026-02-27 03:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 03:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 03:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 03:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 03:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 03:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 03:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 03:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 03:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 03:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 03:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 04:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4211,8,67
2026-02-27 04:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1648,1,30
2026-02-27 04:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 04:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 04:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 04:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 04:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 04:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 04:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 04:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 04:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 04:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 04:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 05:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4214,3,69
2026-02-27 05:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1648,0,30
2026-02-27 05:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 05:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 05:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 05:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 05:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 05:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 05:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 05:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 05:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 05:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 05:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 06:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4217,3,70
2026-02-27 06:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1649,1,30
2026-02-27 06:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 06:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 06:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 06:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 06:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 06:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 06:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 06:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 06:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 06:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 06:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 07:03,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4217,0,66
2026-02-27 07:03,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1649,0,29
2026-02-27 07:03,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 07:03,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 07:03,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 07:03,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 07:03,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 07:03,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 07:03,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 07:03,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 07:03,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 07:03,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 07:03,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 07:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4218,1,67
2026-02-27 07:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1649,0,29
2026-02-27 07:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 07:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 07:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 07:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 07:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 07:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 07:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 07:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 07:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 07:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 07:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 08:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4224,6,71
2026-02-27 08:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1650,1,30
2026-02-27 08:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 08:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 08:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 08:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 08:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 08:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 08:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 08:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 08:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 08:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 08:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 10:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4229,5,66
2026-02-27 10:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1652,2,29
2026-02-27 10:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 10:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 10:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 10:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 10:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 10:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 10:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 10:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 10:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 10:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 10:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 11:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4231,2,64
2026-02-27 11:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1653,1,27
2026-02-27 11:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 11:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 11:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 11:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 11:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 11:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 11:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 11:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 11:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 11:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 11:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 12:28,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4238,7,70
2026-02-27 12:28,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1656,3,30
2026-02-27 12:28,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 12:28,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 12:28,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 12:28,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 12:28,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 12:28,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 12:28,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 12:28,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 12:28,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 12:28,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 12:28,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 13:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4238,0,67
2026-02-27 13:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1657,1,30
2026-02-27 13:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 13:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 13:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 13:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 13:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 13:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 13:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 13:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 13:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 13:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 13:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 14:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4239,1,67
2026-02-27 14:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1658,1,31
2026-02-27 14:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 14:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 14:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 14:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 14:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 14:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 14:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 14:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 14:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 14:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 14:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 15:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4243,4,66
2026-02-27 15:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1658,0,30
2026-02-27 15:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 15:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 15:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 15:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 15:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 15:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 15:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 15:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 15:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 15:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,113,0,0
2026-02-27 15:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 16:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4248,5,69
2026-02-27 16:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1661,3,31
2026-02-27 16:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 16:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 16:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 16:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 16:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 16:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 16:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 16:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 16:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 16:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,1,1
2026-02-27 16:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 17:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4249,1,68
2026-02-27 17:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1661,0,30
2026-02-27 17:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 17:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 17:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 17:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 17:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 17:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 17:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 17:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 17:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 17:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,0,1
2026-02-27 17:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 18:23,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4253,4,64
2026-02-27 18:23,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1662,1,24
2026-02-27 18:23,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 18:23,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 18:23,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 18:23,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 18:23,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 18:23,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 18:23,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 18:23,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 18:23,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 18:23,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,0,1
2026-02-27 18:23,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 19:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4256,3,67
2026-02-27 19:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1662,0,24
2026-02-27 19:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,1
2026-02-27 19:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,1
2026-02-27 19:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 19:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 19:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 19:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 19:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 19:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 19:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 19:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,0,1
2026-02-27 19:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 20:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4257,1,65
2026-02-27 20:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1662,0,23
2026-02-27 20:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,0
2026-02-27 20:24,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,0
2026-02-27 20:24,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 20:24,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 20:24,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 20:24,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 20:24,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 20:24,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 20:24,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 20:24,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,0,1
2026-02-27 20:24,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 21:14,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4258,1,66
2026-02-27 21:14,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1662,0,23
2026-02-27 21:14,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,0
2026-02-27 21:14,v3.11,DroidOSTrackpadKeyboardv3.11_2026.01.11.11.52.apk,229,0,0
2026-02-27 21:14,v3.1,DroidOSLauncherv3.1_2026.01.09.11.01.apk,96,0,0
2026-02-27 21:14,v3.1,DroidOSTrackpadKeyboardv3.1_2026.01.09.21.23.apk,47,0,0
2026-02-27 21:14,v3.0,DroidOSTrackpadKeyboardv3.0_2025.12.18.12.05.apk,233,0,0
2026-02-27 21:14,v2.1,DroidOSLauncherv_2025.12.05.21.47.apk,872,0,0
2026-02-27 21:14,v2.1,DroidOSTrackpadKeyboardv_2025.12.05.21.47.apk,340,0,0
2026-02-27 21:14,v2.0,DroidOSLauncherv2.0_2025.12.04.19.47.apk,68,0,0
2026-02-27 21:14,v2.0,DroidOSTrackpadKeyboardv2.0_2025.12.04.16.44.apk,32,0,0
2026-02-27 21:14,v1.0,DroidOSLauncher_v1.0_2025.11.30.apk,114,0,1
2026-02-27 21:14,v1.0,DroidOSTrackpadKeyboard_v1.0_2025.11.30.apk,79,0,0
2026-02-27 21:24,v4.0,DroidOSLauncher4.0_2026.01.26.07.17.apk,4258,0,66
2026-02-27 21:24,v4.0,DroidOSTrackpad4.0_2026.01.26.07.17.apk,1662,0,23
2026-02-27 21:24,v3.11,DroidOSLauncherv3.11_2026.01.11.17.13.apk,466,0,0
